message,product_price,player,round,decision,new_offer
"Hello Bob, I have a great product that I think you'll really like. Would you like to take a look?",200.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $200 is a bit out of my budget. Would you be willing to consider a lower price?",150.0,Bob,2,,
,,Alice,2,RejectOffer,180.0
"I understand that $150 is a bit low for me, but I'm willing to compromise. I can do $180, which is my minimum price, but I think you'll find it's a great deal. What do you think?",180.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to compromise, but $180 is still a bit high for me. Would you be willing to meet me in the middle at $165?",165.0,Bob,4,,
,,Alice,4,RejectOffer,185.0
"I'm still a bit hesitant to go below $180, but I'm willing to meet you halfway from there. How about $182.50? I think that's a fair price for this great product",182.5,Alice,5,,
,,Bob,5,RejectOffer,
"I understand you're trying to meet me halfway, but I'm still a bit above my budget. Would you be willing to go down to $175?",175.0,Bob,6,,
,,Alice,6,RejectOffer,190.0
"I'm getting a bit frustrated that we're not meeting in the middle yet. I'm willing to make one more concession, but I need to make sure I'm not losing money on this deal. How about $187.50? That's as low as I'm willing to go",187.5,Alice,7,,
,,Bob,7,RejectOffer,
"I understand you're trying to make a concession, but $187.50 is still a bit above my budget. I'm willing to meet you halfway from there, so how about $192.25?",192.25,Bob,8,,
,,Alice,8,RejectOffer,195.0
"I'm not willing to go any lower than $195. I think this is a fair price considering the product's value and quality. If you're still interested, this is my final offer",195.0,Alice,9,,
,,Bob,9,RejectOffer,
"I appreciate your final offer, but I'm still not comfortable with the price. I'm willing to walk away if I can't get a better deal. I'll make one last offer: $190. If you can meet me at this price, I'll consider it a fair deal. If not, I'll have to look elsewhere.",190.0,Bob,10,,
,,Alice,10,SellToJhon,
