message,product_price,player,round,decision,new_price
"I'm excited to offer you this great product! It's a fantastic deal, and I think you'll love it. I'm willing to sell it to you for $180.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"I appreciate your offer, but I'm looking to save some money. I'd like to make a counteroffer of $140. I think that's a fair price considering the product's value.",140.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand you're looking to save some money, but I still think the product is worth a bit more. I'm willing to meet you halfway, so I'm counteroffering $155. It's a fair price, and I think you'll be happy with it.",155.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still looking to save some money. I'd like to make a counteroffer of $130. I think that's a fair price considering the product's value and my budget.",130.0,Bob,4,,
,,Alice,4,RejectOffer,145.0
"I understand you're trying to save some more money, but I'm not willing to go as low as $130. I'm willing to make one more concession, so I'm counteroffering $142. It's a fair price, and I think it's the best you'll get.",142.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to make one more concession, but I'm still looking to save as much as possible. I'd like to make a counteroffer of $125. I think that's a fair price considering the product's value and my budget.",125.0,Bob,6,,
,,Alice,6,SellToJhon,
